Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;
Variável - Área plantada;;;;;;
Nível;Cód.;Brasil e Município;Ano x Produto das lavouras temporárias;;;
;;;2019;;;
;;;Total;;Soja (em grão);
MU;3524501;Jaci (SP);7028;Hectares;10;Hectares
MU;3524600;Jacupiranga (SP);76;Hectares;-;Hectares
MU;3524709;Jaguariúna (SP);2904;Hectares;20;Hectares
MU;3524808;Jales (SP);5801;Hectares;-;Hectares
MU;3524907;Jambeiro (SP);74;Hectares;-;Hectares
MU;3525003;Jandira (SP);...;Hectares;...;Hectares
MU;3525102;Jardinópolis (SP);40507;Hectares;2000;Hectares
MU;3525201;Jarinu (SP);439;Hectares;-;Hectares
MU;3525300;Jaú (SP);49178;Hectares;3113;Hectares
MU;3525409;Jeriquara (SP);5469;Hectares;600;Hectares
MU;3525508;Joanópolis (SP);237;Hectares;-;Hectares
MU;3525607;João Ramalho (SP);14958;Hectares;1550;Hectares
MU;3525706;José Bonifácio (SP);46314;Hectares;4200;Hectares
MU;3525805;Júlio Mesquita (SP);710;Hectares;120;Hectares
MU;3525854;Jumirim (SP);610;Hectares;30;Hectares
MU;3525904;Jundiaí (SP);296;Hectares;-;Hectares
MU;3526001;Junqueirópolis (SP);27145;Hectares;95;Hectares
MU;3526100;Juquiá (SP);90;Hectares;-;Hectares
MU;3526209;Juquitiba (SP);...;Hectares;...;Hectares
MU;3526308;Lagoinha (SP);291;Hectares;-;Hectares
MU;3526407;Laranjal Paulista (SP);4962;Hectares;150;Hectares
MU;3526506;Lavínia (SP);24204;Hectares;939;Hectares
MU;3526605;Lavrinhas (SP);62;Hectares;-;Hectares
MU;3526704;Leme (SP);24849;Hectares;2800;Hectares
MU;3526803;Lençóis Paulista (SP);35963;Hectares;1837;Hectares
MU;3526902;Limeira (SP);16916;Hectares;370;Hectares
MU;3527009;Lindóia (SP);69;Hectares;-;Hectares
MU;3527108;Lins (SP);34035;Hectares;480;Hectares
MU;3527207;Lorena (SP);91;Hectares;20;Hectares
MU;3527256;Lourdes (SP);2245;Hectares;700;Hectares
MU;3527306;Louveira (SP);90;Hectares;-;Hectares
MU;3527405;Lucélia (SP);9090;Hectares;900;Hectares
MU;3527504;Lucianópolis (SP);1559;Hectares;580;Hectares
MU;3527603;Luís Antônio (SP);38100;Hectares;1500;Hectares
MU;3527702;Luiziânia (SP);6328;Hectares;50;Hectares
MU;3527801;Lupércio (SP);1682;Hectares;1200;Hectares
MU;3527900;Lutécia (SP);17120;Hectares;4000;Hectares
MU;3528007;Macatuba (SP);15925;Hectares;898;Hectares
MU;3528106;Macaubal (SP);7015;Hectares;50;Hectares
MU;3528205;Macedônia (SP);7100;Hectares;300;Hectares
MU;3528304;Magda (SP);16430;Hectares;800;Hectares
MU;3528403;Mairinque (SP);734;Hectares;360;Hectares
MU;3528502;Mairiporã (SP);...;Hectares;...;Hectares
MU;3528601;Manduri (SP);13490;Hectares;2050;Hectares
MU;3528700;Marabá Paulista (SP);16609;Hectares;400;Hectares
MU;3528809;Maracaí (SP);67131;Hectares;26768;Hectares
MU;3528858;Marapoama (SP);6520;Hectares;-;Hectares
MU;3528908;Mariápolis (SP);1530;Hectares;50;Hectares
MU;3529005;Marília (SP);11435;Hectares;700;Hectares
MU;3529104;Marinópolis (SP);435;Hectares;-;Hectares
MU;3529203;Martinópolis (SP);12720;Hectares;1890;Hectares
MU;3529302;Matão (SP);25200;Hectares;3300;Hectares
MU;3529401;Mauá (SP);...;Hectares;...;Hectares
MU;3529500;Mendonça (SP);7000;Hectares;180;Hectares
MU;3529609;Meridiano (SP);7840;Hectares;150;Hectares
MU;3529658;Mesópolis (SP);7811;Hectares;700;Hectares
MU;3529708;Miguelópolis (SP);72129;Hectares;18150;Hectares
MU;3529807;Mineiros do Tietê (SP);12302;Hectares;411;Hectares
MU;3529906;Miracatu (SP);6;Hectares;-;Hectares
MU;3530003;Mira Estrela (SP);2513;Hectares;50;Hectares
MU;3530102;Mirandópolis (SP);26072;Hectares;800;Hectares
MU;3530201;Mirante do Paranapanema (SP);28668;Hectares;1600;Hectares
MU;3530300;Mirassol (SP);9334;Hectares;950;Hectares
MU;3530409;Mirassolândia (SP);17461;Hectares;200;Hectares
MU;3530508;Mococa (SP);24408;Hectares;1000;Hectares
MU;3530607;Mogi das Cruzes (SP);335;Hectares;-;Hectares
MU;3530706;Mogi Guaçu (SP);21367;Hectares;1400;Hectares
MU;3530805;Mogi Mirim (SP);14672;Hectares;700;Hectares
MU;3530904;Mombuca (SP);8194;Hectares;30;Hectares
MU;3531001;Monções (SP);2436;Hectares;400;Hectares
MU;3531100;Mongaguá (SP);...;Hectares;...;Hectares
MU;3531209;Monte Alegre do Sul (SP);238;Hectares;-;Hectares
MU;3531308;Monte Alto (SP);11740;Hectares;600;Hectares
MU;3531407;Monte Aprazível (SP);18628;Hectares;870;Hectares
MU;3531506;Monte Azul Paulista (SP);13326;Hectares;300;Hectares
MU;3531605;Monte Castelo (SP);8116;Hectares;-;Hectares
MU;3531704;Monteiro Lobato (SP);15;Hectares;-;Hectares
MU;3531803;Monte Mor (SP);9117;Hectares;300;Hectares
MU;3531902;Morro Agudo (SP);113372;Hectares;12107;Hectares
MU;3532009;Morungaba (SP);1086;Hectares;50;Hectares
MU;3532058;Motuca (SP);12492;Hectares;720;Hectares
MU;3532108;Murutinga do Sul (SP);4600;Hectares;100;Hectares
MU;3532157;Nantes (SP);26101;Hectares;10000;Hectares
MU;3532207;Narandiba (SP);13058;Hectares;-;Hectares
MU;3532306;Natividade da Serra (SP);10;Hectares;-;Hectares
MU;3532405;Nazaré Paulista (SP);505;Hectares;-;Hectares
MU;3532504;Neves Paulista (SP);9176;Hectares;718;Hectares
MU;3532603;Nhandeara (SP);13405;Hectares;1000;Hectares
MU;3532702;Nipoã (SP);5876;Hectares;305;Hectares
MU;3532801;Nova Aliança (SP);10334;Hectares;-;Hectares
MU;3532827;Nova Campina (SP);544;Hectares;200;Hectares
MU;3532843;Nova Canaã Paulista (SP);1467;Hectares;-;Hectares
MU;3532868;Nova Castilho (SP);6898;Hectares;700;Hectares
MU;3532900;Nova Europa (SP);9350;Hectares;800;Hectares
MU;3533007;Nova Granada (SP);15310;Hectares;1200;Hectares
MU;3533106;Nova Guataporanga (SP);1180;Hectares;60;Hectares
MU;3533205;Nova Independência (SP);11513;Hectares;-;Hectares
MU;3533254;Novais (SP);5776;Hectares;600;Hectares
MU;3533304;Nova Luzitânia (SP);2393;Hectares;207;Hectares
MU;3533403;Nova Odessa (SP);2620;Hectares;110;Hectares
MU;3533502;Novo Horizonte (SP);45036;Hectares;-;Hectares
MU;3533601;Nuporanga (SP);28796;Hectares;4124;Hectares
MU;3533700;Ocauçu (SP);6435;Hectares;1000;Hectares
MU;3533809;Óleo (SP);18074;Hectares;7080;Hectares
MU;3533908;Olímpia (SP);44533;Hectares;-;Hectares
MU;3534005;Onda Verde (SP);9356;Hectares;170;Hectares
MU;3534104;Oriente (SP);4387;Hectares;-;Hectares
MU;3534203;Orindiúva (SP);24057;Hectares;2000;Hectares
MU;3534302;Orlândia (SP);20580;Hectares;2100;Hectares
MU;3534401;Osasco (SP);...;Hectares;...;Hectares
MU;3534500;Oscar Bressane (SP);3890;Hectares;145;Hectares
MU;3534609;Osvaldo Cruz (SP);4305;Hectares;1100;Hectares
MU;3534708;Ourinhos (SP);23034;Hectares;3500;Hectares
MU;3534757;Ouroeste (SP);11680;Hectares;1000;Hectares
MU;3534807;Ouro Verde (SP);12086;Hectares;-;Hectares
MU;3534906;Pacaembu (SP);10842;Hectares;140;Hectares
MU;3535002;Palestina (SP);34213;Hectares;2400;Hectares
MU;3535101;Palmares Paulista (SP);4131;Hectares;-;Hectares
MU;3535200;Palmeira d'Oeste (SP);861;Hectares;-;Hectares
MU;3535309;Palmital (SP);68875;Hectares;28395;Hectares
MU;3535408;Panorama (SP);9012;Hectares;-;Hectares
MU;3535507;Paraguaçu Paulista (SP);60147;Hectares;4500;Hectares
MU;3535606;Paraibuna (SP);20;Hectares;-;Hectares
MU;3535705;Paraíso (SP);9567;Hectares;560;Hectares
MU;3535804;Paranapanema (SP);61595;Hectares;20500;Hectares
MU;3535903;Paranapuã (SP);6277;Hectares;400;Hectares
MU;3536000;Parapuã (SP);12561;Hectares;700;Hectares
MU;3536109;Pardinho (SP);4226;Hectares;1432;Hectares
MU;3536208;Pariquera-Açu (SP);210;Hectares;-;Hectares
MU;3536257;Parisi (SP);2167;Hectares;80;Hectares
MU;3536307;Patrocínio Paulista (SP);20401;Hectares;600;Hectares
MU;3536406;Paulicéia (SP);13650;Hectares;-;Hectares
MU;3536505;Paulínia (SP);3571;Hectares;-;Hectares
MU;3536570;Paulistânia (SP);846;Hectares;-;Hectares
MU;3536604;Paulo de Faria (SP);40871;Hectares;2600;Hectares
MU;3536703;Pederneiras (SP);34940;Hectares;2100;Hectares
MU;3536802;Pedra Bela (SP);1697;Hectares;300;Hectares
MU;3536901;Pedranópolis (SP);7450;Hectares;200;Hectares
MU;3537008;Pedregulho (SP);8575;Hectares;600;Hectares
MU;3537107;Pedreira (SP);69;Hectares;-;Hectares
MU;3537156;Pedrinhas Paulista (SP);19318;Hectares;8100;Hectares
MU;3537206;Pedro de Toledo (SP);20;Hectares;-;Hectares
MU;3537305;Penápolis (SP);44811;Hectares;4800;Hectares
MU;3537404;Pereira Barreto (SP);35570;Hectares;1350;Hectares
MU;3537503;Pereiras (SP);765;Hectares;-;Hectares
MU;3537602;Peruíbe (SP);39;Hectares;-;Hectares
MU;3537701;Piacatu (SP);6731;Hectares;40;Hectares
MU;3537800;Piedade (SP);3103;Hectares;100;Hectares
MU;3537909;Pilar do Sul (SP);19817;Hectares;7000;Hectares
MU;3538006;Pindamonhangaba (SP);1840;Hectares;490;Hectares
MU;3538105;Pindorama (SP);8606;Hectares;200;Hectares
MU;3538204;Pinhalzinho (SP);1151;Hectares;-;Hectares
MU;3538303;Piquerobi (SP);1149;Hectares;200;Hectares
MU;3538501;Piquete (SP);10;Hectares;-;Hectares
MU;3538600;Piracaia (SP);220;Hectares;-;Hectares
MU;3538709;Piracicaba (SP);51512;Hectares;1200;Hectares
MU;3538808;Piraju (SP);20451;Hectares;9500;Hectares
MU;3538907;Pirajuí (SP);25450;Hectares;1200;Hectares
MU;3539004;Pirangi (SP);11811;Hectares;400;Hectares
MU;3539103;Pirapora do Bom Jesus (SP);...;Hectares;...;Hectares
MU;3539202;Pirapozinho (SP);12033;Hectares;600;Hectares
MU;3539301;Pirassununga (SP);35311;Hectares;5500;Hectares
MU;3539400;Piratininga (SP);1683;Hectares;150;Hectares
MU;3539509;Pitangueiras (SP);34242;Hectares;600;Hectares
MU;3539608;Planalto (SP);13180;Hectares;300;Hectares
MU;3539707;Platina (SP);27430;Hectares;9010;Hectares
MU;3539806;Poá (SP);...;Hectares;...;Hectares
MU;3539905;Poloni (SP);6580;Hectares;100;Hectares
MU;3540002;Pompéia (SP);18001;Hectares;100;Hectares
MU;3540101;Pongaí (SP);6113;Hectares;150;Hectares
MU;3540200;Pontal (SP);28880;Hectares;1320;Hectares
MU;3540259;Pontalinda (SP);6582;Hectares;210;Hectares
MU;3540309;Pontes Gestal (SP);9666;Hectares;348;Hectares
MU;3540408;Populina (SP);12053;Hectares;550;Hectares
MU;3540507;Porangaba (SP);1237;Hectares;160;Hectares
MU;3540606;Porto Feliz (SP);15898;Hectares;400;Hectares
MU;3540705;Porto Ferreira (SP);12413;Hectares;1500;Hectares
MU;3540754;Potim (SP);400;Hectares;30;Hectares
MU;3540804;Potirendaba (SP);15253;Hectares;200;Hectares
MU;3540853;Pracinha (SP);740;Hectares;100;Hectares
MU;3540903;Pradópolis (SP);13621;Hectares;2245;Hectares
MU;3541000;Praia Grande (SP);...;Hectares;...;Hectares
MU;3541059;Pratânia (SP);9428;Hectares;310;Hectares
MU;3541109;Presidente Alves (SP);501;Hectares;-;Hectares
MU;3541208;Presidente Bernardes (SP);6240;Hectares;2500;Hectares
MU;3541307;Presidente Epitácio (SP);16392;Hectares;-;Hectares
MU;3541406;Presidente Prudente (SP);6218;Hectares;-;Hectares
MU;3541505;Presidente Venceslau (SP);5787;Hectares;700;Hectares
MU;3541604;Promissão (SP);27354;Hectares;2200;Hectares
MU;3541653;Quadra (SP);9720;Hectares;2500;Hectares
MU;3541703;Quatá (SP);29180;Hectares;1500;Hectares
MU;3541802;Queiroz (SP);7800;Hectares;-;Hectares
MU;3541901;Queluz (SP);43;Hectares;-;Hectares
MU;3542008;Quintana (SP);14490;Hectares;1400;Hectares
MU;3542107;Rafard (SP);7251;Hectares;-;Hectares
MU;3542206;Rancharia (SP);85853;Hectares;17300;Hectares
MU;3542305;Redenção da Serra (SP);25;Hectares;-;Hectares
MU;3542404;Regente Feijó (SP);6015;Hectares;280;Hectares
MU;3542503;Reginópolis (SP);11380;Hectares;600;Hectares
MU;3542602;Registro (SP);624;Hectares;-;Hectares
MU;3542701;Restinga (SP);14357;Hectares;150;Hectares
MU;3542800;Ribeira (SP);186;Hectares;-;Hectares
MU;3542909;Ribeirão Bonito (SP);19137;Hectares;-;Hectares
MU;3543006;Ribeirão Branco (SP);4860;Hectares;480;Hectares
MU;3543105;Ribeirão Corrente (SP);2907;Hectares;200;Hectares
MU;3543204;Ribeirão do Sul (SP);27817;Hectares;12310;Hectares
MU;3543238;Ribeirão dos Índios (SP);4408;Hectares;211;Hectares
MU;3543253;Ribeirão Grande (SP);4808;Hectares;1600;Hectares
MU;3543303;Ribeirão Pires (SP);...;Hectares;...;Hectares
MU;3543402;Ribeirão Preto (SP);39524;Hectares;700;Hectares
MU;3543501;Riversul (SP);6274;Hectares;3500;Hectares
MU;3543600;Rifaina (SP);3000;Hectares;100;Hectares
MU;3543709;Rincão (SP);18830;Hectares;100;Hectares
MU;3543808;Rinópolis (SP);4880;Hectares;80;Hectares
MU;3543907;Rio Claro (SP);16877;Hectares;160;Hectares
MU;3544004;Rio das Pedras (SP);15571;Hectares;440;Hectares
MU;3544103;Rio Grande da Serra (SP);...;Hectares;...;Hectares
MU;3544202;Riolândia (SP);24421;Hectares;2500;Hectares
MU;3544251;Rosana (SP);14648;Hectares;3680;Hectares
MU;3544301;Roseira (SP);1370;Hectares;150;Hectares
MU;3544400;Rubiácea (SP);12043;Hectares;364;Hectares
MU;3544509;Rubinéia (SP);2393;Hectares;70;Hectares
MU;3544608;Sabino (SP);11129;Hectares;930;Hectares
MU;3544707;Sagres (SP);3681;Hectares;-;Hectares
MU;3544806;Sales (SP);13615;Hectares;100;Hectares
MU;3544905;Sales Oliveira (SP);24430;Hectares;2300;Hectares
MU;3545001;Salesópolis (SP);18;Hectares;-;Hectares
MU;3545100;Salmourão (SP);7239;Hectares;600;Hectares
MU;3545159;Saltinho (SP);3510;Hectares;14;Hectares
MU;3545209;Salto (SP);2095;Hectares;200;Hectares
MU;3545308;Salto de Pirapora (SP);4295;Hectares;1250;Hectares
MU;3545407;Salto Grande (SP);24840;Hectares;12200;Hectares
MU;3545506;Sandovalina (SP);36285;Hectares;1000;Hectares
MU;3545605;Santa Adélia (SP);23649;Hectares;150;Hectares
MU;3545704;Santa Albertina (SP);6520;Hectares;-;Hectares
MU;3545803;Santa Bárbara d'Oeste (SP);10890;Hectares;250;Hectares
MU;3546009;Santa Branca (SP);8;Hectares;-;Hectares
MU;3546108;Santa Clara d'Oeste (SP);211;Hectares;120;Hectares
MU;3546207;Santa Cruz da Conceição (SP);5079;Hectares;500;Hectares
MU;3546256;Santa Cruz da Esperança (SP);7844;Hectares;200;Hectares
MU;3546306;Santa Cruz das Palmeiras (SP);19452;Hectares;1257;Hectares
MU;3546405;Santa Cruz do Rio Pardo (SP);67927;Hectares;23885;Hectares
MU;3546504;Santa Ernestina (SP);7760;Hectares;150;Hectares
MU;3546603;Santa Fé do Sul (SP);353;Hectares;-;Hectares
MU;3546702;Santa Gertrudes (SP);4860;Hectares;113;Hectares
MU;3546801;Santa Isabel (SP);15;Hectares;-;Hectares
MU;3546900;Santa Lúcia (SP);15102;Hectares;400;Hectares
MU;3547007;Santa Maria da Serra (SP);6124;Hectares;-;Hectares
MU;3547106;Santa Mercedes (SP);7705;Hectares;-;Hectares
MU;3547205;Santana da Ponte Pensa (SP);2014;Hectares;365;Hectares
MU;3547304;Santana de Parnaíba (SP);...;Hectares;...;Hectares
MU;3547403;Santa Rita d'Oeste (SP);5105;Hectares;-;Hectares
MU;3547502;Santa Rita do Passa Quatro (SP);19853;Hectares;200;Hectares
MU;3547601;Santa Rosa de Viterbo (SP);14403;Hectares;1300;Hectares
MU;3547650;Santa Salete (SP);125;Hectares;-;Hectares
MU;3547700;Santo Anastácio (SP);9035;Hectares;4640;Hectares
MU;3547809;Santo André (SP);...;Hectares;...;Hectares
MU;3547908;Santo Antônio da Alegria (SP);3920;Hectares;400;Hectares
MU;3548005;Santo Antônio de Posse (SP);4314;Hectares;300;Hectares
MU;3548054;Santo Antônio do Aracanguá (SP);30754;Hectares;7177;Hectares
MU;3548104;Santo Antônio do Jardim (SP);500;Hectares;-;Hectares
MU;3548203;Santo Antônio do Pinhal (SP);55;Hectares;-;Hectares
MU;3548302;Santo Expedito (SP);1530;Hectares;-;Hectares
MU;3548401;Santópolis do Aguapeí (SP);3578;Hectares;-;Hectares
MU;3548500;Santos (SP);...;Hectares;...;Hectares
MU;3548609;São Bento do Sapucaí (SP);110;Hectares;-;Hectares
MU;3548708;São Bernardo do Campo (SP);...;Hectares;...;Hectares
MU;3548906;São Carlos (SP);38325;Hectares;1500;Hectares
MU;3549003;São Francisco (SP);1508;Hectares;130;Hectares
MU;3549102;São João da Boa Vista (SP);13161;Hectares;200;Hectares
MU;3549201;São João das Duas Pontes (SP);4210;Hectares;-;Hectares
MU;3549250;São João de Iracema (SP);4953;Hectares;300;Hectares
MU;3549300;São João do Pau d'Alho (SP);6815;Hectares;-;Hectares
MU;3549409;São Joaquim da Barra (SP);28566;Hectares;3125;Hectares
MU;3549508;São José da Bela Vista (SP);21289;Hectares;1800;Hectares
MU;3549607;São José do Barreiro (SP);78;Hectares;-;Hectares
MU;3549706;São José do Rio Pardo (SP);4820;Hectares;80;Hectares
MU;3549805;São José do Rio Preto (SP);5989;Hectares;363;Hectares
MU;3549904;São José dos Campos (SP);150;Hectares;-;Hectares
MU;3549953;São Lourenço da Serra (SP);...;Hectares;...;Hectares
MU;3550001;São Luiz do Paraitinga (SP);400;Hectares;50;Hectares
MU;3550100;São Manuel (SP);37972;Hectares;-;Hectares
MU;3550209;São Miguel Arcanjo (SP);23550;Hectares;9000;Hectares
MU;3550308;São Paulo (SP);36;Hectares;-;Hectares
MU;3550407;São Pedro (SP);12480;Hectares;100;Hectares
MU;3550506;São Pedro do Turvo (SP);28361;Hectares;8200;Hectares
MU;3550605;São Roque (SP);1587;Hectares;600;Hectares
MU;3550704;São Sebastião (SP);9;Hectares;-;Hectares
MU;3550803;São Sebastião da Grama (SP);620;Hectares;-;Hectares
MU;3550902;São Simão (SP);30192;Hectares;-;Hectares
MU;3551009;São Vicente (SP);...;Hectares;...;Hectares
MU;3551108;Sarapuí (SP);2629;Hectares;800;Hectares
MU;3551207;Sarutaiá (SP);3400;Hectares;1400;Hectares
MU;3551306;Sebastianópolis do Sul (SP);8725;Hectares;200;Hectares
MU;3551405;Serra Azul (SP);16899;Hectares;800;Hectares
MU;3551504;Serrana (SP);7792;Hectares;200;Hectares
MU;3551603;Serra Negra (SP);860;Hectares;175;Hectares
MU;3551702;Sertãozinho (SP);29930;Hectares;600;Hectares
MU;3551801;Sete Barras (SP);365;Hectares;-;Hectares
MU;3551900;Severínia (SP);7250;Hectares;200;Hectares
MU;3552007;Silveiras (SP);59;Hectares;-;Hectares
MU;3552106;Socorro (SP);3498;Hectares;630;Hectares
MU;3552205;Sorocaba (SP);1421;Hectares;500;Hectares
MU;3552304;Sud Mennucci (SP);19607;Hectares;1838;Hectares
MU;3552403;Sumaré (SP);2950;Hectares;600;Hectares
MU;3552502;Suzano (SP);5;Hectares;-;Hectares
MU;3552551;Suzanápolis (SP);11540;Hectares;600;Hectares
MU;3552601;Tabapuã (SP);19800;Hectares;120;Hectares
MU;3552700;Tabatinga (SP);15496;Hectares;2000;Hectares
MU;3552809;Taboão da Serra (SP);...;Hectares;...;Hectares
MU;3552908;Taciba (SP);33050;Hectares;9000;Hectares
MU;3553005;Taguaí (SP);5820;Hectares;1620;Hectares
MU;3553104;Taiaçu (SP);8087;Hectares;-;Hectares
MU;3553203;Taiúva (SP);8771;Hectares;80;Hectares
MU;3553302;Tambaú (SP);19155;Hectares;830;Hectares
MU;3553401;Tanabi (SP);27350;Hectares;1150;Hectares
MU;3553500;Tapiraí (SP);40;Hectares;-;Hectares
MU;3553609;Tapiratiba (SP);5142;Hectares;700;Hectares
MU;3553658;Taquaral (SP);2020;Hectares;130;Hectares
MU;3553708;Taquaritinga (SP);33055;Hectares;1200;Hectares
MU;3553807;Taquarituba (SP);41619;Hectares;20100;Hectares
MU;3553856;Taquarivaí (SP);20007;Hectares;9000;Hectares
MU;3553906;Tarabai (SP);3670;Hectares;200;Hectares
MU;3553955;Tarumã (SP);26000;Hectares;4100;Hectares
MU;3554003;Tatuí (SP);12290;Hectares;4000;Hectares
MU;3554102;Taubaté (SP);1555;Hectares;690;Hectares
MU;3554201;Tejupá (SP);5370;Hectares;2400;Hectares
MU;3554300;Teodoro Sampaio (SP);41035;Hectares;1402;Hectares
MU;3554409;Terra Roxa (SP);16840;Hectares;1600;Hectares
MU;3554508;Tietê (SP);17217;Hectares;-;Hectares
MU;3554607;Timburi (SP);1306;Hectares;590;Hectares
MU;3554656;Torre de Pedra (SP);9;Hectares;-;Hectares
MU;3554706;Torrinha (SP);8461;Hectares;850;Hectares
MU;3554755;Trabiju (SP);2405;Hectares;-;Hectares
MU;3554805;Tremembé (SP);1244;Hectares;90;Hectares
MU;3554904;Três Fronteiras (SP);1379;Hectares;-;Hectares
MU;3554953;Tuiuti (SP);1745;Hectares;-;Hectares
MU;3555000;Tupã (SP);18638;Hectares;1936;Hectares
MU;3555109;Tupi Paulista (SP);8624;Hectares;-;Hectares
MU;3555208;Turiúba (SP);3860;Hectares;441;Hectares
MU;3555307;Turmalina (SP);5480;Hectares;-;Hectares
MU;3555356;Ubarana (SP);14705;Hectares;510;Hectares
MU;3555406;Ubatuba (SP);15;Hectares;-;Hectares
MU;3555505;Ubirajara (SP);1947;Hectares;600;Hectares
MU;3555604;Uchoa (SP);13289;Hectares;39;Hectares
MU;3555703;União Paulista (SP);4246;Hectares;260;Hectares
MU;3555802;Urânia (SP);3565;Hectares;-;Hectares
MU;3555901;Uru (SP);4432;Hectares;100;Hectares
MU;3556008;Urupês (SP);18764;Hectares;250;Hectares
MU;3556107;Valentim Gentil (SP);4136;Hectares;33;Hectares
MU;3556206;Valinhos (SP);85;Hectares;-;Hectares
MU;3556305;Valparaíso (SP);59209;Hectares;-;Hectares
MU;3556354;Vargem (SP);1421;Hectares;320;Hectares
MU;3556404;Vargem Grande do Sul (SP);11748;Hectares;600;Hectares
MU;3556453;Vargem Grande Paulista (SP);...;Hectares;...;Hectares
MU;3556503;Várzea Paulista (SP);...;Hectares;...;Hectares
MU;3556602;Vera Cruz (SP);258;Hectares;-;Hectares
MU;3556701;Vinhedo (SP);74;Hectares;-;Hectares
MU;3556800;Viradouro (SP);16968;Hectares;2000;Hectares
MU;3556909;Vista Alegre do Alto (SP);4364;Hectares;-;Hectares
MU;3556958;Vitória Brasil (SP);937;Hectares;320;Hectares
MU;3557006;Votorantim (SP);841;Hectares;405;Hectares
MU;3557105;Votuporanga (SP);13144;Hectares;424;Hectares
MU;3557154;Zacarias (SP);8966;Hectares;500;Hectares
MU;3557204;Chavantes (SP);14258;Hectares;2400;Hectares
MU;3557303;Estiva Gerbi (SP);1435;Hectares;100;Hectares
MU;4100103;Abatiá (PR);21978;Hectares;10570;Hectares
MU;4100202;Adrianópolis (PR);2959;Hectares;-;Hectares
MU;4100301;Agudos do Sul (PR);6958;Hectares;1450;Hectares
MU;4100400;Almirante Tamandaré (PR);1886;Hectares;105;Hectares
MU;4100459;Altamira do Paraná (PR);2349;Hectares;1770;Hectares
MU;4100509;Altônia (PR);8618;Hectares;4200;Hectares
MU;4100608;Alto Paraná (PR);6199;Hectares;340;Hectares
MU;4100707;Alto Piquiri (PR);58628;Hectares;32900;Hectares
MU;4100806;Alvorada do Sul (PR);44929;Hectares;22370;Hectares
MU;4100905;Amaporã (PR);14614;Hectares;1741;Hectares
MU;4101002;Ampére (PR);12719;Hectares;7500;Hectares
MU;4101051;Anahy (PR);10557;Hectares;5414;Hectares
MU;4101101;Andirá (PR);33879;Hectares;13000;Hectares
MU;4101150;Ângulo (PR);13296;Hectares;6630;Hectares
MU;4101200;Antonina (PR);277;Hectares;-;Hectares
MU;4101309;Antônio Olinto (PR);15463;Hectares;8000;Hectares
MU;4101408;Apucarana (PR);36476;Hectares;20600;Hectares
MU;4101507;Arapongas (PR);37341;Hectares;21700;Hectares
MU;4101606;Arapoti (PR);63500;Hectares;37200;Hectares
MU;4101655;Arapuã (PR);26464;Hectares;12000;Hectares
MU;4101705;Araruna (PR);37792;Hectares;26500;Hectares
MU;4101804;Araucária (PR);30400;Hectares;17000;Hectares
MU;4101853;Ariranha do Ivaí (PR);25526;Hectares;13000;Hectares
MU;4101903;Assaí (PR);45162;Hectares;27000;Hectares
MU;4102000;Assis Chateaubriand (PR);144169;Hectares;70850;Hectares
MU;4102109;Astorga (PR);47713;Hectares;23000;Hectares
MU;4102208;Atalaia (PR);13974;Hectares;6300;Hectares
MU;4102307;Balsa Nova (PR);20788;Hectares;14800;Hectares
